#timestamp px py pz qx qy qz qw
1494876479.722076416 -2.1486462593367177 0.4814068711678782 -2.56646059503246 0.16584485592650414 0.654372950116713 0.034105522187326064 0.7369724141883446
1494876479.880990208 -2.1550087454157034 0.48133359819021043 -2.564901190766215 0.16678379862718706 0.6560085775799869 0.03342709853254161 0.7353356646733954
1494876480.039850240 -2.1595509407652425 0.48157018275361885 -2.5648086017487284 0.17023045570447293 0.6544940082060811 0.0321499920524691 0.7359521473465596
1494876480.200750848 -2.1635988878105543 0.48148209550481536 -2.5646145154691427 0.17631422908652597 0.649409529833503 0.03205086548998849 0.739021851642017
1494876480.359596800 -2.1691734999203005 0.48043910755666897 -2.5631083070989784 0.18002716677734903 0.6472704397053802 0.03127560326831337 0.7400358327445554
1494876480.518444288 -2.175236490829876 0.47732457942890705 -2.563030567458252 0.18040892369870845 0.6445716891530391 0.03082300127717705 0.7423138826564804
1494876480.677267712 -2.181875734920023 0.4730837919597154 -2.5621537273707626 0.17939500670010858 0.6413195157190297 0.02870657816059589 0.7454546550255668
1494876480.836100352 -2.1875396170841914 0.46992505046512933 -2.558073159158928 0.17725830001460316 0.6412506404976406 0.026341159696567362 0.7461120924118162
1494876480.994969600 -2.1942979743984967 0.46434876318211094 -2.557272087810865 0.17579107611566652 0.6402924718418721 0.024258638836521663 0.7473517020135304
1494876481.153781760 -2.1986570638912957 0.46399391385766053 -2.5525915809635977 0.18034652946320195 0.6357479375195647 0.026282816161194645 0.7500725983695412
1494876481.312597760 -2.205094040778418 0.459998980499281 -2.550574688713081 0.18437605673598687 0.6321976139891178 0.025852326635103326 0.7521059126057358
1494876481.473432320 -2.2109519340656294 0.4589812344713873 -2.5489606280269923 0.18696282243091422 0.6295213137267522 0.027703208733941866 0.7536447112653641
1494876481.632243712 -2.2149718611510547 0.4601454490292134 -2.548374856737968 0.18597406378217032 0.6279757574427817 0.026081392868492422 0.7552349678150168
1494876481.791107840 -2.216648388771144 0.46066565775960444 -2.5491891181514 0.181058490700785 0.6256818604333894 0.02603071845178854 0.7583287111580638
1494876481.949972992 -2.215990116640427 0.46202747873069405 -2.5498287511379187 0.17612411648185317 0.6221745772342009 0.023450042480206473 0.7624494649120076
1494876482.108802816 -2.2174953246163938 0.4636553413059153 -2.5543184343966328 0.17186742924447582 0.6205573381560858 0.018173534329347266 0.764879009697291
1494876482.267661824 -2.2172087312734 0.46453050592488465 -2.5592738207296906 0.1644914258425333 0.6224049611680276 0.00986432098737612 0.7651518348074288
1494876482.426502656 -2.2154789069053358 0.4697279856967965 -2.5665225696830634 0.15771308540993215 0.6179397954144792 0.0009867403143684463 0.7702441290117978
1494876482.585369600 -2.2140133565876603 0.47478955108347226 -2.573067387162485 0.1492248371070603 0.6141162567226495 -0.004024261196378304 0.7749690165039862
1494876482.746280448 -2.213177826922345 0.4793487019338003 -2.579271491033216 0.14104091035408794 0.611648692195052 0.004190880216384323 0.7784444588187295
1494876482.905132032 -2.215793129285991 0.4820625810080599 -2.5855397120958523 0.13652020267605036 0.6132698899339327 0.016479787515715844 0.7778114764935968
1494876483.063927040 -2.2208601695831596 0.4844251117314319 -2.5885561095889997 0.1404274827904173 0.6187517331318163 0.026019175175459996 0.7724955775580269
1494876483.222757632 -2.229992411154106 0.4852265726830477 -2.5906697227561484 0.15266827288016396 0.6264300134004459 0.0350004215794332 0.76357894631542
